rat	human
171093	22941
116593	51733
290666	57794
501555	10742
24249	795
83518	187
688510	140876
361178	7027
287961	8318
24624	5096
361453	134637
316259	221391
308761	9055
25552	6523
309430	10655
501157	729020
305711	254879
364275	254879
296570	8721
114091	2219
83517	2219
298917	285148
367315	2859
315162	150365
315162	150365
64366	813
116595	9379
368158	6097
65040	9229
261737	94097
303639	10351
303638	10351
287788	10351
303637	10351
298081	158234
500223	130951
499749	286262
362925	57623
686720	353333
690431	353333
503254	129530
100910070	129530
292071	81620
306400	2909
155183	8935
288718	24144
292464	84056
103690050	84056
288449	84056
100910196	84056
293808	219960
405935	219960
287517	4991
404963	4991
366192	60493
292577	338323
292545	338323
499234	338323
365184	338323
499069	338323
100912013	338323
25445	8061
29513	5603
287199	134492
100361652	448835
311909	54542
689081	128821
362231	128821
294303	222662
24914	4015
361808	6631
689962	101927581
25443	2255
291071	10799
362810	93058
362356	8454
25099	3170
66028	10550
289217	6391
500578	55092
291295	84991
300475	11095
140447	6543
140448	6543
29715	6543
362237	128637
301012	1294
498282	257106
25553	6532
309646	116369
108348136	115106
192228	115106
245921	130399
308495	79414
59265	23239
691393	5018
25236	2719
315126	84645
24439	84264
302995	84264
25316	2206
83817	43
363072	161514
305256	2926
60432	9340
100362321	114926
293047	374654
360560	9851
361435	2175
303148	285641
297890	55108
499380	2018
500235	2018
100360821	138724
290673	57130
311617	128486
365946	150159
499518	202243
365571	219743
498726	221687
308909	6609
304709	51283
311826	57109
292016	55783
299576	26539
366843	26539
299570	26539
312372	25948
498311	153745
497888	153745
114087	8815
305714	80145
108348124	90121
317418	90121
252917	9572
171407	9737
298934	55256
309105	338707
500306	338707
58935	2621
171398	114571
192273	114571
286961	114571
315309	7024
361725	4250
25010	4250
498605	126364
108351137	2597
24383	2597
290604	2597
29388	7135
171146	3756
65198	3756
364979	391109
266805	3038
500288	25917
171103	994
288667	29902
688939	91050
687992	6289
299737	59277
691093	91978
29585	2707
103690167	80117
361182	55795
686720	386682
690431	386682
289997	9787
314388	55671
292577	338321
292545	338321
499234	338321
365184	338321
499069	338321
100912013	338321
680315	401024
365868	84072
304941	57645
498709	1164
361030	54916
114031	10272
680172	8932
292934	120237
293849	10838
362134	27249
93667	10439
317271	4112
503441	4112
503442	4112
302438	4112
302748	4112
302744	4112
304984	25790
681410	10949
501872	8832
303236	146852
29340	5581
81749	5581
366069	53904
498806	53904
311175	219437
102555599	219437
295829	219437
81510	8190
315705	54913
303089	81786
681395	168433
294512	51008
298567	10136
305571	10678
287466	23302
304578	121642
25359	7112
363856	10332
288378	10332
688858	10332
288375	10332
501797	10332
304197	10332
688951	10332
25308	1476
301226	10930
29751	10371
362930	11156
361394	55282
361244	9856
360799	389493
266759	3308
100363110	10907
24439	3029
302995	3029
689102	1122
292569	55311
29340	5583
81749	5583
287608	6827
309179	5526
56765	83483
315345	51226
360611	51226
316087	92999
366792	196410
29168	10537
686610	26608
499015	84947
687536	2294
364707	2294
316455	389072
365985	26289
300389	653657
100912114	653657
300375	653657
100363016	653657
303744	255275
298567	23436
317271	4113
503441	4113
503442	4113
302438	4113
302748	4113
302744	4113
317579	9724
292127	9937
54237	983
302915	5373
687992	6288
289369	7399
689079	54622
689079	54622
29660	139728
360916	441027
308776	8622
309962	8622
83585	9615
474147	142678
140937	25994
309196	283237
362133	130576
140674	2567
29709	2567
79211	2567
102554102	445372
308906	445372
293294	445372
101241893	445372
499223	445372
29502	6575
305493	55665
287463	84268
310467	25976
360481	9093
100910258	148103
306868	63915
307641	1459
302969	23524
171064	10261
498328	5311
100911109	6676
83623	6676
308766	145873
293046	145873
500928	341567
116600	783
266998	284111
79250	50
315058	54108
688502	3276
60421	3276
691835	386618
94164	3047
293267	3047
502359	3047
315591	219899
500197	200523
25271	6256
290744	3622
499298	51475
171329	9958
690489	192668
287703	10209
301068	10209
317579	10813
64529	1508
360254	675
307248	9050
688842	347487
29302	3690
81925	1040
292915	6820
24912	6820
100912485	6820
24902	6820
361510	6820
361510	6820
287703	10289
301068	10289
84393	24137
299255	24137
304725	79937
301650	79937
297832	79937
100910512	79937
500105	79937
307865	79937
59264	1241
108351182	238
266802	238
29702	9451
304935	9095
299766	4617
306342	115861
689232	115861
315345	22818
360611	22818
687071	64850
301291	112744
293490	79153
58854	5692
300389	653656
100912114	653656
300375	653656
100363016	653656
361715	9252
314384	9252
288161	10317
25358	7078
50686	2931
303991	3236
361436	10939
307350	10939
307848	197258
25722	6329
116506	799
29516	5140
688999	3235
298712	55425
290365	55270
84393	285643
299255	285643
25398	774
257648	774
362776	51218
296370	5476
306515	619373
305887	25983
689081	128822
362231	128822
140724	10368
300015	51337
365387	113746
500917	113746
54227	10095
361071	8803
305348	11019
100364990	23590
306117	9882
63868	3329
304725	85445
304725	85445
301650	85445
301650	85445
297832	85445
297832	85445
100910512	85445
100910512	85445
500105	85445
500105	85445
307865	85445
307865	85445
100360076	50840
689869	50840
100310886	50840
690481	50840
100310875	50840
405955	403253
292588	27338
58923	4210
293048	51458
308990	283897
311169	349667
315166	91689
364979	391107
311821	10555
691636	647310
291852	10300
306203	54899
498582	57705
292887	84335
26989	8618
679806	90342
287148	113000
246310	55738
102549010	139105
108348048	4013
301097	4013
315311	9498
360479	146562
306342	158046
689232	158046
360681	26502
29750	51809
301111	55129
301111	55129
309071	92565
315880	23102
360475	56052
252889	51014
296455	151112
360872	92241
303248	84461
689852	9491
292690	147699
292690	147699
293289	390067
405001	390067
366567	285126
300741	4351
498311	149647
497888	149647
364227	100302652
308709	23336
368070	5411
309374	26287
291433	54808
317296	8776
302593	9338
681943	283578
366975	51535
288272	54069
299897	7227
303008	64285
29467	1649
296178	84515
361941	132321
66025	23566
60450	4145
296840	84060
619374	58494
29452	2034
252882	158056
308463	4294
308766	55897
293046	55897
308478	399473
29197	3606
84470	8443
58968	176
100910843	26073
108350563	399888
25667	651
288444	10808
84030	1124
689153	1124
299639	170961
100909645	170961
689856	91133
311175	26338
102555599	26338
295829	26338
366889	23390
499345	643418
501231	375567
295234	28956
103693367	8735
64124	64123
289397	23046
29200	3624
25196	3624
64622	23394
305450	6452
100125370	65220
140674	2566
29709	2566
79211	2566
25595	4133
308716	53832
498630	80014
361727	51259
309008	22876
688502	56341
60421	56341
317346	54880
79563	80273
29372	22821
308776	5151
309962	5151
690987	2997
499583	254827
689704	30813
499380	2016
500235	2016
50555	7368
366262	55544
690139	55544
363458	1288
65023	30820
65023	30820
85309	10003
300384	10003
100912618	7336
296390	7336
679539	7336
287927	7336
366069	140469
498806	140469
497862	101929989
298908	3754
29673	5687
64538	80895
81022	134957
363144	389118
65209	79659
103689995	79659
308598	11234
309451	8729
291314	22929
364398	10206
100360777	140699
361276	441549
311637	51006
308022	55283
313604	79830
64630	8773
24805	127833
314280	64093
292401	64093
500608	100271715
304725	129684
301650	129684
297832	129684
100910512	129684
500105	129684
307865	129684
313641	3339
498193	84915
25643	2773
303542	84514
299145	57381
291324	1787
54292	6002
690460	386675
690478	386675
302954	4993
362418	3656
365903	284611
25365	70
29437	70
81633	70
29275	70
689314	5600
81649	5600
29261	7298
79130	80331
303785	150221
353250	338442
24192	231
502338	117196
100912474	117196
282547	117196
404640	117196
292928	117196
404643	117196
100361204	117196
252960	117196
404644	117196
404658	117196
691194	117196
288150	10651
306547	55145
60665	6372
641655	245927
100911379	128346
100363228	128346
25365	58
29437	58
81633	58
29275	58
500954	59286
54322	1345
314196	79944
361338	2235
362980	85378
408223	159195
85431	50507
301123	126328
686098	10580
102552199	116179
499895	128710
499895	128710
360803	11066
309860	55084
303611	55852
309680	29947
24891	5244
117057	4430
288182	56650
360811	80018
310314	151613
502338	117195
100912474	117195
282547	117195
404640	117195
292928	117195
404643	117195
100361204	117195
252960	117195
404644	117195
404658	117195
691194	117195
288669	10094
315084	79792
100910823	51009
298586	51154
498599	79939
25227	411
362489	862
497934	54785
293448	7385
360761	222484
304020	11259
292763	11184
363412	23060
100912286	94059
25704	3559
64088	64089
503164	80832
100911804	80832
500902	80832
315108	80832
315111	80832
291773	6875
291773	6875
311414	84524
140544	5130
24324	1907
100361866	6037
100361909	6037
497195	6037
192264	6037
474169	6037
297357	1496
116656	8872
298874	23369
25241	362
688155	124872
24224	596
301173	23228
301173	23228
499418	84221
108348157	84221
305386	202018
25029	10203
303396	10513
170956	91746
24298	1589
116633	10270
313482	440590
295323	80263
287940	23119
315915	139212
29157	901
25422	1415
684545	55655
360714	29083
307249	147339
100909715	147339
378794	60487
361448	116254
291969	9114
291565	134265
363134	9136
290232	26277
116498	9002
56761	4854
84012	6511
306454	100132463
502083	100132463
681012	23381
314456	9895
25114	2264
360639	79877
498028	100653515
25514	10434
680712	642658
25697	1515
287885	6398
287884	6398
302526	10159
362979	56666
316333	10120
303566	78995
84485	9973
317486	51444
94196	51444
691394	113189
498014	284018
690895	79088
79209	2444
100909784	442721
296935	442721
295870	81309
103690375	81309
366111	81309
295869	81309
404820	81309
313548	51058
25476	3965
24611	2774
309419	8395
289827	7360
100360437	63899
114244	610
246334	8626
362280	7022
310358	345557
681056	151176
287130	390667
691024	203259
25658	2646
54287	5610
641650	100133267
315075	8581
294673	3074
300757	3074
24588	4744
24587	4744
290637	23127
289081	23127
293056	64506
303763	7756
316317	92856
84358	1943
29598	490
361352	80148
314243	112840
311836	84628
295382	84628
500921	84216
24464	3240
25629	5346
679921	114990
295237	55154
305586	64895
362842	85360
314545	84128
117045	253314
686104	253314
291130	51473
364418	137814
690334	50837
301059	4615
365460	7093
293691	29907
688311	339231
680665	115350
290850	10240
288256	9946
679564	130574
306722	1612
313496	203260
29618	694
367975	694
361816	60685
299207	11161
79426	7538
192361	153743
59087	728343
501621	728343
308653	728343
680025	728343
311358	619189
362802	245973
303918	2960
363984	9641
65030	2053
59087	10482
501621	10482
308653	10482
680025	10482
295691	2487
24172	125
171297	54413
25046	5284
295144	59350
24172	124
116967	84061
501122	205147
306860	2651
689092	2651
100910007	388523
102548231	388523
102547413	388523
100360380	388523
102551340	388523
29373	650
362741	5083
245960	84920
100910007	51427
100910007	51427
102548231	51427
102548231	51427
102547413	51427
102547413	51427
100360380	51427
100360380	51427
102551340	51427
102551340	51427
302971	64063
84015	7273
690402	128861
108348172	27344
246333	27344
103689934	201255
688318	201255
313834	23683
65033	23673
308061	10016
680515	150468
311468	55617
84009	7204
310192	7204
310652	11022
116777	1001
681319	169355
296687	347169
500996	143903
294673	3073
300757	3073
363463	158747
25448	2491
498910	23568
308789	79631
100910007	100287226
102548231	100287226
102547413	100287226
100360380	100287226
102551340	100287226
315600	55823
100361866	6036
100361909	6036
497195	6036
192264	6036
474169	6036
24949	6853
29179	6853
29130	6853
682076	3110
305203	152559
362873	10154
450235	84658
363948	28316
313929	8648
24213	478
685277	387597
685277	387597
683897	51250
293343	84067
291318	9397
29445	1327
498608	374887
363783	254887
684545	199713
297383	6242
103692165	6242
684171	401663
684365	401663
684376	401663
100910007	7644
102548231	7644
102547413	7644
100360380	7644
102551340	7644
367181	339896
29679	10047
307742	124460
685152	57198
24551	4190
29628	2892
309953	153396
685655	153396
59087	55998
501621	55998
308653	55998
680025	55998
361719	144097
292082	22980
25630	5315
100364062	5315
360814	100271927
288589	100271927
171016	3273
102556277	93273
685202	79825
316237	9587
360814	10156
288589	10156
308398	284352
360814	8437
288589	8437
29319	2694
689296	55320
288743	129049
102549710	148398
24210	10462
64195	10462
64390	5635
117272	5635
64360	6150
363509	9459
406864	1192
29395	3148
498072	3148
498988	3148
290851	51028
287929	80097
310506	151742
310506	151742
678766	58480
498011	9902
117260	4521
89803	6424
299195	51004
24560	4345
680665	79368
308582	8463
117022	7850
303693	146664
303693	146664
641603	54946
290657	55295
64390	5636
117272	5636
499847	79056
116684	26873
100911795	220081
361084	4008
405015	401666
365324	401666
293214	401666
361029	3895
293711	117245
296394	8813
292757	115290
312649	80746
113898	25824
140585	6259
304486	79600
305461	152877
310665	55793
361943	57575
306767	285598
305438	57537
361615	84957
303575	146909
84496	6780
500574	5081
114502	5081
361443	84284
294964	4711
291075	10455
362223	6629
353250	8843
266764	9755
362804	143884
192361	5504
289603	54951
360588	83990
685046	100170765
361197	375748
295357	10542
685899	79987
503164	23780
100911804	23780
500902	23780
315108	23780
315111	23780
680424	5192
680419	6251
311403	9650
296374	23613
65194	3177
108348052	3177
100361684	375484
500574	5077
114502	5077
294975	5393
290562	56920
84009	8997
310192	8997
306096	117154
302333	117154
298671	139741
302796	139741
308404	26145
113984	7025
81808	7025
361571	126133
300260	121340
362666	55735
307171	54518
171455	55770
103689971	55770
362293	10049
690183	10049
171361	1915
500253	165721
25223	728403
690345	6726
117060	51366
29144	821
29144	821
685504	821
685504	821
499964	2019
685360	2019
288187	403278
100909884	403278
405383	403278
404978	403278
108352374	403278
317253	340527
317253	340527
308896	55031
24695	5744
59329	23235
688848	114960
303493	29916
100911235	9443
25458	2937
288741	11153
498727	51406
313125	60468
25223	7258
287741	100528020
83784	64902
24223	567
500590	3604
500986	79849
311872	23099
306183	10160
83467	6586
681217	643641
81804	6813
24873	7421
680111	5933
81758	5933
246295	9731
100909824	284323
499110	284323
100360638	284323
102553760	284323
100910046	284323
25340	4889
309871	639
498962	197322
94165	23523
498188	79794
685170	90199
499361	3195
103694863	91608
303382	91608
296762	57157
316559	80704
362434	10162
295229	128240
25567	7143
684395	389151
684372	389151
684381	389151
685501	389151
311450	57144
300796	79856
287614	26689
404962	26689
287613	26689
316003	386724
308476	147968
308476	147968
751787	80308
498267	92235
100910882	9584
362251	9584
301549	57590
311193	392
298425	9813
287796	201266
306439	2823
298485	114625
295235	6746
292913	54854
294753	4338
100909830	167227
100912393	167227
291604	167227
100912052	167227
103690064	167227
497957	400566
310257	344658
369016	91663
405136	79541
405133	79541
83425	9590
501203	10627
50685	10627
299805	4848
