human	mouse
100131755	100503043
9064	53608
6715	78925
6715	94224
3881	16660
146183	246190
3886	53617
84901	18020
112495	67371
6940	21408
6129	19989
2335	14268
3704	16434
89869	114875
114034	68276
64419	97287
8772	14082
54535	240084
8824	72361
8824	234669
8824	71903
8824	234673
8824	234671
84700	74376
5025	18438
19	11303
5217	18645
167153	100715
22941	243961
22941	210274
51733	103149
8318	12544
83744	100502710
9055	233406
6523	20537
10655	226049
729020	66646
254879	258387
8721	59022
2219	14133
2219	14134
150365	74369
150365	74369
9379	18190
6097	19885
10351	76184
10351	76184
10351	217262
10351	217258
158234	69934
286262	97031
285440	102294
339745	76857
353274	235682
29930	93872
85012	331532
85012	66104
1474	73720
169981	20729
2898	14806
2898	14806
2898	14806
2898	14806
7547	22773
7547	22771
10210	106021
10635	19362
284307	22775
83538	74407
63967	269582
117145	75778
8794	21933
8793	21933
286	11733
201973	408022
2932	56637
5829	19303
56478	74203
79788	224585
10367	216001
7402	22288
7402	13405
7402	13405
167681	244954
107987490	278672
107987490	672498
5645	22074
5645	436522
5645	100040233
5645	386551
107987488	278672
107987488	672498
340543	331532
340543	66104
760	12349
7546	22773
7546	22771
162962	224585
55089	69354
6911	21389
6209	20054
8481	237222
57513	140721
6887	21350
57630	59009
9119	109052
2705	14618
25929	216766
399968	56872
29922	171567
11189	78784
595	12443
8795	21933
5098	93706
5093	23983
58157	64242
9962	54338
11040	18715
84504	18096
51270	21781
646643	381836
26333	259163
26333	18316
26333	18357
1420	12966
4594	17850
100913187	80287
3884	16672
3884	71888
3884	16671
342372	244646
558	26362
7224	22067
63894	104799
3959	19039
23708	14852
22875	224794
124056	71893
6232	57294
55437	227154
6916	21391
219429	258896
5646	22074
5646	436522
5646	100040233
5646	386551
5828	19302
126123	75510
2549	14388
23639	54562
6913	21384
83641	108168726
84647	69836
894	12443
640	12143
10927	20729
55379	98238
7130	21930
8797	21933
3918	16782
1470	58214
1470	13010
79933	68760
51065	57294
8911	239556
85015	77593
90668	268747
3832	16551
90317	224585
1349	66142
92002	69109
90338	224585
6518	56485
6518	56485
6470	20425
6470	20425
340595	619287
117608	27274
57213	66674
144124	259036
26503	235504
1912	54383
1912	54383
1912	54383
403284	258862
81671	75909
136647	66308
10683	13389
84075	623046
1469	58214
1469	13010
341276	259036
389396	435528
389658	620393
284827	117172
284827	23927
11010	69286
11010	73690
7844	22644
170712	66142
728642	12537
728642	234854
256710	69286
256710	73690
3899	16764
29089	67196
110116772	224585
107983988	105243794
6342	20280
6342	20280
55775	104884
7127	21928
7040	21803
57690	217351
146956	268465
79958	70785
3881	16672
3881	71888
3881	16671
84935	70717
1852	75590
114984	76917
115362	229898
6940	27274
84769	234384
2146	14056
153769	269016
202151	223332
9758	333605
54535	240084
8824	436059
8824	102022
26155	57741
161357	320772
54443	68743
5217	18643
7405	78610
22941	58234
57794	70616
10742	24004
795	12309
187	23796
140876	69553
7027	21781
5096	66904
134637	66757
221391	353344
254879	18330
285148	67732
2859	64095
813	12321
8609	93691
9229	224997
94097	94282
10351	27404
130951	110958
57623	380993
353333	544710
353333	100041261
129530	69541
81620	67177
2909	232906
8935	54353
24144	54723
84056	231912
84056	23924
219960	258992
219960	258341
219960	258342
4991	258153
60493	380601
30814	26970
338323	446099
338323	330490
338323	233001
338323	76858
338323	243874
338323	384752
338323	243880
338323	210045
338323	83564
338323	235779
8061	14283
5603	26415
134492	52653
448835	78382
54542	319817
128821	77705
128821	13013
222662	328789
222662	328789
4015	16948
6631	20630
101927581	74297
2255	14165
10799	208366
93058	210582
8454	26965
3170	15376
10550	65106
6391	66052
55092	214359
84991	76938
11095	30806
6543	110893
6543	110891
6543	20541
128637	67231
1294	12836
257106	226652
6532	15567
116369	224661
115106	225745
130399	269275
79414	233067
23239	98432
5018	69089
2719	14734
84645	27660
84264	14651
84264	68977
2206	14126
161514	74286
50511	20962
2926	231413
9340	93896
9340	93896
114926	102032
374654	16576
9851	74477
2175	14087
285641	215332
55108	100383
2018	13796
2018	13797
138724	67317
57130	170759
128486	228859
150159	74446
202243	76041
219743	71767
221687	328234
6609	20597
51283	67118
57109	227656
55783	234728
26539	100043474
26539	100038860
25948	210973
56141	12939
56141	353234
153745	432552
153745	619288
8815	23825
80145	66231
90121	69499
9572	217166
9737	67298
55256	104923
338707	330406
338707	330671
2621	14456
114571	171405
114571	207151
114571	319800
114571	236293
114571	434674
114571	236149
7024	21422
4250	102639117
126364	211228
2597	100042025
7135	21952
3756	16510
3756	238271
391109	258267
3038	15118
25917	14911
994	12531
29902	68948
91050	100503884
6289	20210
6289	20208
6289	20209
59277	57764
91978	110012
2707	14620
80117	71619
55795	234069
386682	544710
386682	100041261
9787	218977
55671	68734
338321	446099
338321	330490
338321	233001
338321	76858
338321	243874
338321	384752
338321	243880
338321	210045
338321	83564
338321	235779
401024	241516
57645	71592
1164	66197
54916	218989
10272	83554
8932	17191
120237	13172
10838	27081
10439	56177
4112	17147
4112	17146
4112	17145
4112	434903
25790	71870
10949	77134
8832	12523
146852	252868
5581	18754
5581	18754
5581	18755
53904	667663
53904	329421
219437	258814
219437	258846
8190	12587
54913	102614
81786	94089
81786	94089
168433	386611
51008	69090
10136	242711
10136	67868
10678	53625
23302	216881
121642	231642
7112	21917
10332	69165
10332	170779
10332	170780
10332	170786
1476	13014
10930	11811
11156	19245
55282	270091
9856	210108
389493	69034
3308	15525
10907	27366
3029	14651
3029	68977
1122	12663
55311	72667
5583	18754
5583	18754
5583	18755
6827	100041294
6827	20922
5526	225849
83483	84094
83483	84094
51226	56447
51226	56358
92999	270210
196410	71664
10537	24108
26608	27368
84947	321007
2294	15227
2294	14238
389072	241075
26289	229949
26289	229949
653657	234988
653657	73503
255275	68515
23436	242711
23436	67868
4113	17147
4113	17146
4113	17145
4113	434903
9724	72554
983	12534
5373	54128
79066	67493
22993	106894
6288	20210
6288	20208
6288	20209
7399	22283
7399	22283
54622	218639
139728	93843
441027	231503
8622	18584
8622	218461
9615	14544
142678	76580
25994	56295
283237	70387
130576	71897
2567	14405
2567	14406
445372	209387
445372	667823
445372	94094
445372	319236
445372	94088
445372	434218
445372	76681
445372	20128
6575	20516
55665	72046
84268	69723
25976	99929
9093	83945
63915	17828
1459	13000
23524	75956
5311	18764
6676	245865
145873	17292
145873	17293
341567	70069
783	12296
783	12296
284111	237831
50	11429
54108	93696
3276	381813
3276	15469
386618	67516
3047	15132
3047	15135
200523	74221
6256	20181
3622	69260
51475	29866
51475	29866
9958	14479
192668	12879
10209	20918
10813	72554
1508	13030
675	12190
9050	19201
347487	631784
347487	631784
3690	16416
1040	74596
6820	20859
6820	100043194
6820	434121
6820	54200
6820	629219
6820	629203
6820	638251
6820	434264
6820	76971
10289	20918
24137	16571
79937	620292
79937	620292
79937	66797
79937	66797
79937	66797
79937	170571
79937	636808
79937	241175
1241	16995
238	11682
9451	13666
9095	83993
4617	17877
115861	234404
22818	56447
22818	56358
64850	71760
112744	257630
79153	68616
5692	19172
653656	234988
653656	73503
9252	56613
9252	73086
10317	93961
2931	606496
3236	15430
10939	114896
10939	69597
197258	234730
6329	110880
799	12311
5140	18576
3235	15438
55425	67467
55270	214254
285643	16571
774	12286
774	12287
51218	73046
5476	19025
619373	234155
619373	234155
25983	68966
128822	77705
128822	13013
10368	54376
51337	223626
113746	70113
113746	69287
10095	11867
8803	20916
11019	79464
23590	56075
9882	210789
3329	15510
85445	620292
85445	620292
85445	620292
85445	620292
85445	66797
85445	66797
85445	66797
85445	66797
85445	66797
85445	66797
85445	170571
85445	170571
85445	636808
85445	636808
85445	241175
85445	241175
50840	353167
50840	387344
50840	387352
50840	667992
50840	387616
403253	258985
27338	77891
4210	54483
51458	56315
283897	101602
349667	269295
91689	69029
391107	258267
10555	67512
647310	75671
647310	75671
10300	74187
54899	218699
54899	218699
57705	545030
84335	67605
84335	67605
90342	100534273
113000	106707
55738	228998
4013	67776
9498	59033
158046	234404
26502	67608
51809	108150
55129	102566
92565	66930
23102	67016
56052	208211
51014	66676
151112	71861
84461	216860
9491	228769
147699	232941
390067	259057
390067	258746
285126	231098
4351	110119
149647	432552
149647	619288
100302652	65257
23336	233335
5411	18949
26287	56642
54808	69190
8776	53332
9338	237052
283578	382620
51535	223828
54069	66578
1649	13198
84515	66634
132321	73852
23566	65086
4145	17179
84060	269623
58494	67374
2034	13819
158056	381352
4294	269881
55897	17292
55897	17293
8443	14712
26073	67811
399888	102635091
651	110075
10808	15505
1124	69993
91133	320858
26338	258814
26338	258846
23390	320150
643418	70166
375567	319922
28956	83409
8735	544791
64123	170757
23046	16565
3624	16323
3624	16324
23394	11538
6452	24055
65220	192185
2566	14405
2566	14406
4133	17756
4133	17756
53832	237313
80014	52357
51259	68642
22876	101490
56341	381813
56341	15469
54880	71458
22821	19414
5151	18584
5151	218461
2997	14936
254827	635702
30813	114889
2016	13796
2016	13797
7368	22239
55544	666794
55544	56190
1288	94216
30820	70357
30820	70357
10003	53320
10003	72560
7336	70620
7336	66589
140469	667663
140469	329421
101929989	436336
3754	382571
5687	26443
5687	26443
80895	67444
134957	78808
389118	69398
11234	246694
8729	107338
8729	107338
22929	109079
10206	66597
140699	629499
441549	227526
51006	228875
55283	171166
79830	68310
8773	20619
127833	20980
64093	64075
100271715	381112
129684	620292
129684	620292
129684	66797
129684	66797
129684	66797
129684	170571
129684	636808
129684	241175
3339	15530
116369	224661
115106	225745
84264	68977
43	11423
26539	100038859
2597	14433
84072	67981
27249	109129
81786	94089
10332	170776
10371	20346
3029	68977
9937	55947
2567	14407
10261	80719
783	12296
219899	272589
10209	68969
10289	68969
79937	241175
79937	238680
115861	75124
85445	241175
85445	241175
85445	238680
85445	238680
53405	224796
8618	27062
139105	102639828
139105	108168453
4013	244810
158046	75124
92241	226594
7227	83925
64285	13650
399473	101809
3606	16173
176	11595
1124	69993
1124	108699
170961	70615
2566	14407
80273	17713
79659	110350
64093	64074
129684	241175
129684	238680
84915	433940
2773	14679
84514	80860
57381	80837
1787	13434
386675	100502831
4993	18312
70	11475
70	11459
70	11464
5600	26416
7298	22171
338442	80885
231	11677
117196	404239
117196	243979
117196	235712
117196	404238
117196	233231
117196	404242
55145	73754
128346	433638
58	11475
58	11459
58	11464
59286	100038992
79944	217666
2235	14151
85378	328580
50507	50490
126328	69875
128710	74243
11066	76167
55084	109205
55852	21763
5244	18670
56650	224250
80018	231713
151613	67120
117195	404239
117195	243979
117195	235712
117195	404238
117195	233231
117195	404242
10094	56378
79792	69146
51009	116891
411	11881
862	12395
54785	71923
11184	26411
23060	214812
64089	74718
80832	239552
80832	223672
80832	666348
80832	75761
84524	57432
1907	13615
6037	93726
6037	93719
6037	54159
6037	13586
6037	93725
6037	13587
8872	98828
23369	80913
596	12043
596	12043
202018	231225
10513	66884
10270	56399
80263	229644
23119	58180
139212	74708
55655	232827
29083	66067
9002	108167572
100132463	75677
100132463	100039801
23381	229512
9895	104859
9895	104859
642658	20289
1515	13039
6398	209588
6398	58210
56666	406218
9973	12460
51444	56515
284018	69066
79088	235028
2444	14302
81309	258320
81309	258025
81309	258241
3965	16859
8395	18719
63899	106338
610	15166
8626	22061
345557	239318
390667	68509
203259	71901
5610	19106
8581	17068
3074	15212
80201	216019
4744	380684
4744	18040
23127	269132
7756	22680
80148	66943
84628	80883
84628	171171
84216	320709
5346	103968
55154	229524
137814	18092
339231	70317
115350	229499
10240	57312
9946	66609
130574	320343
203260	622404
694	194735
694	12226
60685	21769
153743	66849
728343	170722
245973	68775
2960	99169
2053	13850
10482	170722
2487	20378
125	11522
54413	245537
124	11522
205147	211383
2651	14538
2651	14538
388523	628709
388523	105245545
388523	70227
388523	100416706
388523	212281
388523	431706
388523	69623
5083	18511
84920	380959
51427	628709
51427	628709
51427	105245545
51427	105245545
51427	70227
51427	70227
51427	100416706
51427	100416706
51427	212281
51427	212281
51427	431706
51427	431706
51427	69623
51427	69623
64063	70835
201255	217366
23683	75292
10016	18570
169355	209176
347169	259053
3073	15212
100287226	628709
100287226	105245545
100287226	70227
100287226	100416706
100287226	212281
100287226	431706
100287226	69623
55823	71732
6036	93726
6036	93719
6036	54159
6036	13586
6036	93725
6036	13587
6853	20965
6853	20964
6853	27204
3110	15285
28316	23836
387597	100039795
387597	100039795
51250	67851
84067	74349
254887	332175
199713	232827
6242	20166
401663	259107
7644	628709
7644	105245545
7644	70227
7644	100416706
7644	212281
7644	431706
7644	69623
339896	73748
124460	71607
57198	54667
2892	53623
153396	72745
55998	170722
22980	66855
5315	18746
100271927	54153
3273	94175
93273	213409
9587	66591
10156	54153
284352	232947
8437	54153
10462	216864
10462	11889
10462	17312
5635	67763
9459	73341
1192	114584
3148	97165
80097	72083
9902	17534
79368	229499
8463	21677
146664	268510
54946	71699
55295	234378
5636	67763
26873	75475
4008	380928
401666	258248
8813	13480
115290	50760
80746	381802
25824	54683
79600	654470
152877	74504
285598	56795
57537	81840
84284	66566
4711	66046
10455	69123
10455	23986
8843	80885
9755	73174
143884	244672
5504	66849
83990	237911
375748	76251
10542	68576
23780	239552
23780	223672
23780	666348
23780	75761
117154	13134
6002	71729
3656	108960
284611	329739
70	11468
5600	19094
80331	13002
150221	239731
117196	620137
117196	235854
117196	233221
117196	668725
117196	243978
117196	233230
117196	668727
117196	233222
10651	53375
6372	20311
245927	654460
58	11468
59286	100042786
59286	66177
59286	102636530
1345	12864
159195	78787
126328	239760
10580	20411
116179	640543
128710	74243
29947	54427
4430	17912
117195	620137
117195	235854
117195	233221
117195	668725
117195	243978
117195	233230
117195	668727
117195	233222
51154	69902
79939	270066
7385	67003
222484	140887
11259	78749
11259	78749
94059	243813
3559	16184
80832	278679
80832	71898
80832	108956
6875	72504
6875	72504
5130	13026
6037	503847
1496	12386
124872	14422
23228	224860
23228	224860
84221	76573
10203	54598
91746	231386
1589	13079
440590	230590
139212	331537
901	12452
1415	12961
147339	212163
147339	212163
60487	73681
116254	215751
116254	215751
9114	11972
134265	106877
9136	27966
26277	28113
9002	14065
4854	18131
6511	20513
2264	14186
79877	68087
100653515	58251
10434	18777
10159	70495
10120	226977
78995	217216
51444	74264
113189	72136
284018	69066
442721	93677
81309	257921
51058	195522
2774	14680
7360	216558
7022	21420
151176	227358
2646	231103
100133267	654465
3074	15211
23127	234407
64506	12877
92856	27993
1943	13637
490	67972
112840	72338
84628	80883
3240	15439
114990	246154
64895	216578
85360	71709
84128	73674
253314	13684
253314	218268
51473	195208
50837	387355
4615	17874
7093	24087
29907	69024
1612	69635
694	436199
11161	58520
7538	22695
728343	83454
728343	53319
619189	574418
2960	74197
6665	20670
9641	56489
10482	83454
10482	53319
5284	18703
59350	381489
84061	67075
2651	14538
388523	100504950
388523	78251
388523	408068
388523	665001
388523	100502880
388523	102639700
650	12156
51427	100504950
51427	100504950
51427	78251
51427	78251
51427	408068
51427	408068
51427	665001
51427	665001
51427	100502880
51427	100502880
51427	102639700
51427	102639700
7273	22138
128861	73388
27344	30052
23673	100226
150468	70466
55617	75812
7204	545156
7204	545156
7204	223435
11022	72634
1001	12560
143903	244864
3073	15211
158747	76763
2491	102920
23568	107566
79631	101592
100287226	100504950
100287226	78251
100287226	408068
100287226	665001
100287226	100502880
100287226	102639700
